sex,lifeStage,verbatimIdentification,eventID,basisOfRecord,occurrenceStatus,preparations,occurrenceID,identificationRemarks,scientificName,identificationQualifier,previousIdentifications,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet
,,Fritillaria spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-576,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Fritillaria (Fol, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:103358,"Fol, 1872",accepted,Genus,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,
,C4,Metridia aff lucens,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-577,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
,C1,Neocalanus plumchrus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-578,,"Neocalanus plumchrus (Marukawa, 1921)",,,urn:lsid:marinespecies.org:taxname:196772,"Marukawa, 1921",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,plumchrus
,,Stylocheiron longicorne,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-579,,"Stylocheiron longicorne (G.O. Sars, 1883)",,,urn:lsid:marinespecies.org:taxname:110703,"G.O. Sars, 1883",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,longicorne
,,Conchoecia rudjakovi,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-580,,"Conchoecia rudyakovi (Chavtur, in Chavtur & Bashmanov, 2018)",,,urn:lsid:marinespecies.org:taxname:1314226,"Chavtur, in Chavtur & Bashmanov, 2018",accepted,Species,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,rudyakovi
,nauplius,Euphausiidae spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-581,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euphausiidae (Dana, 1850)",sp. indet.,,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",accepted,Family,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
,C4,Neocalanus flemingeri,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-582,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
Male,C5,Eucalanus bungii,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-583,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C3,Metridia spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-584,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C4,Metridia spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-585,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
Female,C5,Metridia pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-586,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Oikopleura labradoriensis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-587,,"Oikopleura (Vexillaria) labradoriensis (Lohmann, 1892)",,,urn:lsid:marinespecies.org:taxname:103413,"Lohmann, 1892",accepted,Species,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,labradoriensis
Male,C4,Eucalanus bungii,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-588,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,preflexion,Stenobrachius leucopsarus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-589,,"Stenobrachius leucopsarus (Eigenmann & Eigenmann, 1890)",,,urn:lsid:marinespecies.org:taxname:254363,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus
,C5,Racovitzanus antarcticus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-590,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
Female,C6,Metridia pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-591,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Aglantha digitale,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-592,,"Aglantha digitale (O. F. Müller, 1776)",,,urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",accepted,Species,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale
,C5,Oithona similis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-593,,"Oithona similis (Claus, 1866)",,,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,similis
,C2,Neocalanus flemingeri,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-594,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,,Limacina helicina acuta,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-595,Morphotype: acuta,"Limacina helicina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,helicina
Female,C6,Oithona similis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-596,,"Oithona similis (Claus, 1866)",,,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,similis
,C3,Neocalanus cristatus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-597,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,C4,Scolecithricella minor,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-598,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,,Parasagitta elegans,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-599,,"Parasagitta elegans (Verrill, 1873)",,,urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,elegans
Female,adult,Euphausia pacifica,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-600,,"Euphausia pacifica (Hansen, 1911)",,,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica
,C1,Pleuromamma spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-601,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pleuromamma (Giesbrecht in Giesbrecht & Schmeil, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104191,"Giesbrecht in Giesbrecht & Schmeil, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,
,C3,Neocalanus plumchrus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-602,,"Neocalanus plumchrus (Marukawa, 1921)",,,urn:lsid:marinespecies.org:taxname:196772,"Marukawa, 1921",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,plumchrus
,,Tomopteris septentrionalis,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-603,,"Tomopteris septentrionalis (Steenstrup, 1849)",,,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",accepted,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,septentrionalis
,,Limacina helicina acuta,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-604,Morphotype: acuta,"Limacina helicina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,helicina
,C4,Heterorhabdus spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-605,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Heterorhabdus (Giesbrecht, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104178,"Giesbrecht, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,
,C4,Ctenocalanus vanus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-606,,"Ctenocalanus vanus (Giesbrecht, 1888)",,,urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,vanus
,C3,Metridia spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-607,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
Male,C6,Pseudocalanus mimus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-608,,"Pseudocalanus mimus (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,mimus
,C3,Neocalanus flemingeri,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-609,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
Female,C6,Scolecithricella minor,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-610,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,C1,Neocalanus flemingeri,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-611,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,,Fritillaria pellucida,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-612,,"Fritillaria pellucida (Busch, 1851)",,,urn:lsid:marinespecies.org:taxname:103386,"Busch, 1851",accepted,Species,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,pellucida
,C2,Euchaetidae spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-613,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euchaetidae (Giesbrecht, 1893)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104086,"Giesbrecht, 1893",accepted,Family,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,,
Female,C5,Pseudocalanus newmani,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-614,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
,C3,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-615,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C4,Metridia pacifica,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-616,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Clione limacina,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-617,,"Clione limacina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:139178,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,limacina
Male,adult,Euphausia pacifica,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-618,,"Euphausia pacifica (Hansen, 1911)",,,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica
,C2,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-619,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C5,Clausocalanus pergens,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-620,,"Clausocalanus pergens (Farran, 1926)",,,urn:lsid:marinespecies.org:taxname:104509,"Farran, 1926",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,pergens
,,Eukrohnia hamata,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-621,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
,C4,Neocalanus cristatus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-622,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,C5,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-623,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C2,Neocalanus cristatus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-624,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,juvenile,Chaetognatha spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-625,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.",Chaetognatha,sp. indet.,,urn:lsid:marinespecies.org:taxname:2081,,accepted,Phylum,Animalia,Chaetognatha,,,,,
Female,C6,Pseudocalanus newmani,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-626,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
,C1,Neocalanus cristatus,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-627,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,,Cyphocaris challengeri,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-628,,"Cyphocaris challengeri (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,challengeri
,C1,Metridia spp.,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-629,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C4,Neocalanus flemingeri,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-630,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,C5,Spinocalanus longicornis,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-631,,"Spinocalanus longicornis (Sars G.O., 1900)",,,urn:lsid:marinespecies.org:taxname:104852,"Sars G.O., 1900",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Spinocalanus,longicornis
Female,C6,Metridia aff lucens,IYS2022-Franklin-5-48-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-141-Bongo-1-632,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
