sex,lifeStage,verbatimIdentification,eventID,basisOfRecord,occurrenceStatus,preparations,occurrenceID,identificationRemarks,scientificName,identificationQualifier,previousIdentifications,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet
Male,C6,Pseudocalanus spp.,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5704,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,C5,Aetideidae,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5705,,"Aetideidae (Giesbrecht, 1892)",,,urn:lsid:marinespecies.org:taxname:104075,"Giesbrecht, 1892",accepted,Family,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,,
,C5,Racovitzanus antarcticus,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5706,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
,C5,Microcalanus sp.,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5707,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Microcalanus (Sars G.O., 1903)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,
,,Cyphocaris challengeri,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5708,,"Cyphocaris challengeri (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,challengeri
,,Pseudosagitta lyra,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5709,,"Sagitta scrippsae (Alvariño, 1962)",,Sagitta scrippae,urn:lsid:marinespecies.org:taxname:584812,"Alvariño, 1962",unaccepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,scrippsae
,,Tomopteris,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5710,,"Tomopteris (Eschscholtz, 1825)",,,urn:lsid:marinespecies.org:taxname:129715,"Eschscholtz, 1825",accepted,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,
,,Euphausia pacifica,IYS2022-TINRO-3-16-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-16-Bongo-1-5711,,"Euphausia pacifica (Hansen, 1911)",,,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica
,,Parasagitta elegans,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5712,,"Sagitta elegans (Verrill, 1873)",,Sagitta elegans,urn:lsid:marinespecies.org:taxname:105450,"Verrill, 1873",unaccepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,elegans
Female,C6,Pseudocalanus spp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5713,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,larvae,Fish larvae,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5714,,Pisces,,,urn:lsid:marinespecies.org:taxname:11676,,unaccepted,Superclass,Animalia,Chordata,,,,,
,,Ostracoda,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5715,,"Ostracoda (Latreille, 1802)",,,urn:lsid:marinespecies.org:taxname:1078,"Latreille, 1802",accepted,Class,Animalia,Arthropoda,Ostracoda,,,,
,,Thysanoesa spinifer,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5716,,"Thysanoessa spinifera (Holmes, 1900)",,,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,spinifera
,,Dimophyes arctica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5717,,"Dimophyes arctica (Chun, 1897)",,,urn:lsid:marinespecies.org:taxname:135418,"Chun, 1897",accepted,Species,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,arctica
,,Clione limacina,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5718,,"Clione limacina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:139178,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,limacina
,C5,Eucalanus bungii,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5719,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
Male,C6,Pleuromamma scutullata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5720,,"Pleuromamma scutullata (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:354841,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,scutullata
Female,C6,Paraeuchaeta elongata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5721,,"Euchaeta elongata (Esterly, 1913)",,Euchaeta elongata,urn:lsid:marinespecies.org:taxname:351674,"Esterly, 1913",unaccepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,elongata
,C4,Gaetanus intermedius,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5722,,"Gaetanus simplex (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:346494,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,simplex
,juvenile,Hyperia juv,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5723,,"Hyperia (Latreille, 1823)",,,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,
Male,C6,Scolecithricella minor,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5724,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,,Aglantha digitale,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5725,,"Aglantha digitale (O. F. Müller, 1776)",,,urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",accepted,Species,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale
Female,C6,Heterorhabdus tanneri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5726,,"Heterorhabdus tanneri (Giesbrecht, 1895)",,,urn:lsid:marinespecies.org:taxname:196782,"Giesbrecht, 1895",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,tanneri
,C5,Metridia pacifica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5727,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Salpa aspera,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5728,,"Salpa aspera (Chamisso, 1819)",,,urn:lsid:marinespecies.org:taxname:137270,"Chamisso, 1819",accepted,Species,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,aspera
,C2,Metridia sp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5729,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C2,Neocalanus cristatus,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5730,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,C5,Pseudocalanus spp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5731,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,C5,Neocalanus cristatus,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5732,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,,Thysanoesa inspinata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5733,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
Male,C6,Heterorhabdus tanneri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5734,,"Heterorhabdus tanneri (Giesbrecht, 1895)",,,urn:lsid:marinespecies.org:taxname:196782,"Giesbrecht, 1895",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,tanneri
,C1,Neocalanus cristatus,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5735,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,C5,Oithona spp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5736,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Oithona (Baird, 1843)",sp. indet.,,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",accepted,Genus,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,
,,Eukronia hamata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5737,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
Female,C6,Racovitzanus antarcticus,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5738,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
,,Oikopleura,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5739,,"Oikopleura (Mertens, 1830)",,,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,
Male,C6,Pseudocalanus spp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5740,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,,Parasagitta elegans,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5741,,"Sagitta elegans (Verrill, 1873)",,Sagitta elegans,urn:lsid:marinespecies.org:taxname:105450,"Verrill, 1873",unaccepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,elegans
,C4,Paraeuchaeta elongata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5742,,"Euchaeta elongata (Esterly, 1913)",,Euchaeta elongata,urn:lsid:marinespecies.org:taxname:351674,"Esterly, 1913",unaccepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,elongata
,C3,Metridia sp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5743,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C5,Gaetanus intermedius,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5744,,"Gaetanus simplex (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:346494,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,simplex
,C5,Neocalanus plumchrus/flemingeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5745,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Neocalanus (Sars G.O., 1925)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,
Female,C6,Metridia pacifica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5746,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Limacina helicina,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5747,,"Limacina helicina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,helicina
,C4,Eucalanus bungii,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5748,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C4,Neocalanus cristatus,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5749,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,crytoniscid larva,Crytoniscid,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5750,,"Isopoda (Latreille, 1816)",,,urn:lsid:marinespecies.org:taxname:1131,"Latreille, 1816",accepted,Order,Animalia,Arthropoda,Malacostraca,Isopoda,,,
,C3,Neocalanus plumchrus/flemingeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5751,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Neocalanus (Sars G.O., 1925)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,
,,Thysanoesa inermis,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5752,,"Thysanoessa inermis (Krøyer, 1846)",,,urn:lsid:marinespecies.org:taxname:110708,"Krøyer, 1846",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inermis
Female,C6,Pleuromamma scutullata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5753,,"Pleuromamma scutullata (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:354841,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,scutullata
,,Cyphocaris challengeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5754,,"Cyphocaris challengeri (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,challengeri
,larvae,Squid larvae,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5755,,"Teuthida (Naef, 1916)",,,urn:lsid:marinespecies.org:taxname:11716,"Naef, 1916",nomen dubium,Order,Animalia,Mollusca,Cephalopoda,Teuthida,,,
Female,C6,Scolecithricella minor,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5756,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,C2,Neocalanus plumchrus/flemingeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5757,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Neocalanus (Sars G.O., 1925)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,
,C1,Metridia sp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5758,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,,Eukronia hamata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5759,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
,polygastric,Siphonophore bract,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5760,,"Siphonophorae (Eschscholtz, 1829)",,,urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",accepted,Order,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,
Female,C6,Eucalanus bungii,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5761,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C4,Neocalanus plumchrus/flemingeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5762,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Neocalanus (Sars G.O., 1925)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,
,C1,Neocalanus plumchrus/flemingeri,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5763,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Neocalanus (Sars G.O., 1925)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,
,,Euphausia pacifica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5764,,"Euphausia pacifica (Hansen, 1911)",,,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica
Female,C6,Gaetanus intermedius,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5765,,"Gaetanus simplex (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:346494,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,simplex
,C5,Paraeuchaeta elongata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5766,,"Euchaeta elongata (Esterly, 1913)",,Euchaeta elongata,urn:lsid:marinespecies.org:taxname:351674,"Esterly, 1913",unaccepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,elongata
,C4,Pseudocalanus spp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5767,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,,Vibilia sp.,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5768,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Vibilia (H. Milne Edwards, 1830)",sp. indet.,,urn:lsid:marinespecies.org:taxname:101812,"H. Milne Edwards, 1830",accepted,Genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,
Male,C6,Candacia columbiae,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5769,,"Candacia columbiae (Campbell, 1929)",,,urn:lsid:marinespecies.org:taxname:349800,"Campbell, 1929",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,columbiae
,C4,Metridia pacifica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5770,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,C4-5,Scolecithricella minor,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5771,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,,Themisto pacifica,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5772,,"Parathemisto pacifica (Stebbing, 1888)",,Parathemisto pacifica,urn:lsid:marinespecies.org:taxname:491545,"Stebbing, 1888",unaccepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Parathemisto,pacifica
,C5,Pleuromamma scutullata,IYS2022-TINRO-3-17-Bongo-1,HumanObservation,present,formalin,IYS2022-TINRO-3-17-Bongo-1-5773,,"Pleuromamma scutullata (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:354841,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,scutullata
